ID,title,author,isbn,publisher,edition,pages,dimension
2890,Intuitionism,David Kaspar,9781441114464,Continuum,Unknown,208 pages,
2891,Seven Tenths,James Hamilton-Paterson,9781933372693,Europa Editions,Unknown,406 pages,5.48 x 8.18 x 1.26 inches
2892,Hitler's Hangman,Robert Gerwarth,9780300187724,Yale University Press,Unknown,416 pages,
2893,Persuasion,Jane Austen; Susan Ostrov Weisser,9781593081300,Barnes & Noble,Unknown,249 pages,5.20 x 8.00 x 0.78 inches
2894,Bougainville Island,David Rogers,9780761857419,Hamilton Books,Unknown,56 pages,5.54 x 8.43 x 0.19 inches
2895,The Lion the Witch and the Wardrobe,C. S. Lewis; Pauline Baynes,9780061715051,HarperCollins,Unknown,172 pages,5.26 x 8.04 x 0.69 inches
2896,Blood Types Body Types and You,Joseph Christiano,9781599792903,Siloam Press,Unknown,328 pages,7.05 x 8.93 x 0.88 inches
2897,Let's Get It On!,Big John McCarthy; Loretta Hunt; Bas Rutten,9781605421414,Medallion Press,Unknown,418 pages,6.35 x 9.32 x 1.48 inches
2898,Dr. John Dee's Spiritual Diaries,Stephen Skinner,9780738731384,Llewellyn Publications,Unknown,666 pages,8.94 x 13.16 x 1.94 inches
2899,Sun Tzu's Original Art of War,Sun Tzu; Sun Zi; Andrew W. Zieger,9780981313702,Colors Network,Unknown,210 pages,7.30 x 10.20 x 0.80 inches
2900,Beat of a Different Drum,Dax-Devlon Ross,9781401307844,Hyperion Books,Unknown,389 pages,5.26 x 8.00 x 1.03 inches
2901,Either/Or,Soren Kierkegaard; Victor Eremita; Alastair Hannay,9780140445770,Penguin Books,Unknown,640 pages,5.12 x 7.81 x 1.20 inches
2902,Merriam-Webster's Collegiate Dictionary,Inc. Merriam-Webster,9780877798095,Merriam-Webster,11,1623 pages,7.40 x 9.80 x 2.00 inches
2903,Givenchy Paper Dolls,Tom Tierney,9780486499598,Dover Publications Inc.,Unknown,32 pages,8.27 x 10.98 x 0.00 inches
2904,Holistic Islam,Kabir Helminski,9781940468556,White Cloud Press,Unknown,,
2905,History of Public Speaking in America,Robert Tarbell Oliver,9780313211522,Greenwood Press,Unknown,566 pages,
2906,The Dead Hand,David E. Hoffman,9780307387844,Anchor Books,Unknown,577 pages,5.22 x 8.00 x 1.23 inches
2907,Love Story. Erich Segal,Rosemary Border,9780194791229,Oxford University Press,Unknown,,
2908,Licensed to Kill,Robert Young Pelton,9781400097821,Three Rivers Press (CA),Unknown,358 pages,5.28 x 8.02 x 0.84 inches
2909,Cavalier King Charles Spaniels,Abdo Publishing; Cari Meister,9781577654759,Checkerboard Books,Unknown,24 pages,7.92 x 8.08 x 0.36 inches
2910,Coming to Our Senses,Michael Devitt; Devitt Michael; Ernest Sosa,9780521498876,Cambridge University Press,Unknown,352 pages,5.52 x 8.45 x 0.90 inches
2911,The Beautiful Struggle,Ta-Nehisi Coates,9780385527460,Spiegel & Grau,Unknown,227 pages,5.44 x 8.06 x 0.63 inches
2912,The Bible Cure for Memory Loss,Don Colbert; Donald Colbert,9780884197461,Siloam Press,Unknown,96 pages,4.06 x 6.52 x 0.28 inches
2913,Stickman Odyssey Book 1,Christopher Ford,9780399254260,Philomel Books,Unknown,208 pages,6.00 x 9.10 x 0.70 inches
2914,Black Colossus,Robert Ervin Howard,9781985397446,CreateSpace Independent Publishing Platform,Unknown,,
2915,Bat Bomb,Jack Couffer,9780292718722,University of Texas Press,Unknown,284 pages,6.14 x 9.21 x 0.60 inches
2916,Robert Morris,Charles Rappleye,9781416570929,Simon & Schuster,Unknown,625 pages,6.10 x 9.20 x 1.70 inches
2917,Prime Ministers of Barbados,Wendell C. C. Callender,9781512115413,CreateSpace Independent Publishing Platform,Unknown,,
2918,Alone,Gerard D'Aboville; Paul Theroux,9781611451122,Arcade Publishing,Unknown,167 pages,5.50 x 8.20 x 0.70 inches
2919,Life in Germany During World War II,Ella Numrich Mueller,9781438910789,Authorhouse,Unknown,116 pages,6.13 x 9.08 x 0.32 inches
2920,The History Manifesto,Jo; Armitage; David Guldi,9781107432437,Cambridge University Press,Unknown,,
2921,Conspiracy! (Mystery Files),Charlie Samuels,9780778711308,Crabtree Pub Co,Unknown,,
2922,The History of Pennsylvania in North America,Proud Robert Proud; Robert Proud,9781429023191,Applewood Books,Unknown,524 pages,9.01 x 5.98 x 1.16 inches
2923,Against the Fading of the Light (Action of Purpose 3),Stu Jones,9781514880395,CreateSpace Independent Publishing Platform,Unknown,,
2924,Screening the Past,Tony Barta,9780275954024,Praeger Publishers,Unknown,296 pages,6.21 x 9.31 x 1.04 inches
2925,The Heart Is Noble,The Karmapa Ogyen Trinley Dorje,9781611800012,Shambhala Publications,Unknown,240 pages,
2926,Pocket Kisses,Willa Perlman; Jill McDonald,9780316077873,LB Kids,Unknown,14 pages,7.20 x 7.10 x 0.60 inches
2927,Diary of Jayne,A. M. Ramirez,9781482687521,CreateSpace Independent Publishing Platform,Unknown,,
2928,China's Rise in Historical Perspective,Brantly Womack,9780742567214,Rowman & Littlefield Publishers Inc.,Unknown,286 pages,6.10 x 9.10 x 0.90 inches
2929,Love Only Once,Johanna Lindsey,9780380899531,Avon Books,Unknown,368 pages,4.35 x 6.64 x 1.02 inches
2930,The Petrine Revolution in Russian Culture,James Cracraft,9780674013162,Belknap Press,Unknown,560 pages,6.34 x 9.42 x 1.39 inches
2931,Transitional Justice and Human Rights in Morocco,Fadoua Loudiy,9780415629744,Routledge,Unknown,224 pages,
2932,The Case for Traditional Protestantism,Terry L. Johnson,9780851518886,Banner of Truth,Unknown,192 pages,5.70 x 8.48 x 0.59 inches
2933,Escort Pilot,Philip; Saunders; Andy Kaplan,9781510705128,Skyhorse Publishing,Unknown,,
2934,Imperial Spain 1469-1716,John Huxtable Elliott,9780141007038,Penguin Books,Unknown,429 pages,5.70 x 7.70 x 0.80 inches
2935,A History of the Electron,Jaume Navarro,9781107005228,Cambridge University Press,Unknown,192 pages,6.97 x 9.72 x 0.63 inches
2936,Hellcats,John C. Ferguson,9781880510889,State House Press,Unknown,160 pages,6.16 x 9.04 x 0.49 inches
2937,El misterio del Shemit,Jonathan Cahn,9781629983004,Casa Creacin,Unknown,,
2938,Laravel Application Development Blueprints,Arda Kilicdagi; Halil Ibrahim Yilmaz,9781783282111,Packt Publishing Limited,Unknown,260 pages,7.68 x 9.21 x 0.59 inches
2939,How Can Man Die Better,Mike Snook,9781848325814,Frontline Books,Unknown,288 pages,6.25 x 9.12 x 0.92 inches
2940,Psycho USA,Harold Schechter,9780345524478,Ballantine Books,Unknown,396 pages,7.30 x 9.10 x 1.00 inches
2941,American Indian Law Deskbook,Larry Long; Clay Smith,9780870819254,University Press of Colorado,4,789 pages,7.10 x 10.10 x 1.80 inches
2942,Texas Women in World War II,Cindy J. Weigand,9781556229480,Taylor Trade Publishing,Unknown,280 pages,5.42 x 8.44 x 0.67 inches
2943,Social Change and Cultural Continuity Among Native Nations,Duane Champagne,9780759110007,Altamira Press,Unknown,362 pages,6.38 x 9.04 x 1.10 inches
2944,Brilliant Effects,Marcia Pointon,9780300142785,Yale University Press,Unknown,426 pages,10.10 x 11.60 x 1.30 inches
2945,First Generations,Carol Berkin,9780809016068,Hill & Wang,Unknown,256 pages,5.44 x 8.26 x 0.70 inches
2946,Muck,Craig Sherborne,9780393337907,W. W. Norton & Company,Unknown,213 pages,6.20 x 8.24 x 0.55 inches
2947,Black Adult Coloring Book,Color Jay,9781535155922,CreateSpace Independent Publishing Platform,Unknown,,
2948,Judaism and Crisis,Armin Lange; Kf Diethard Romheld; Matthias Weigold,9783525542088,Vandehoeck & Ruprecht,Unknown,340 pages,
2949,Journaling Bible-ESV,Crossway Bibles,9781581348385,Crossway Books,Unknown,1088 pages,6.98 x 7.30 x 1.36 inches
2950,550 AP European History Practice Questions (College Test Preparation),Princeton Review,9780804124904,Princeton Review,Unknown,,
2951,The Triumph of Christianity,Bart D. Ehrman,9781508238331,Simon & Schuster Audio,Unknown,,
2952,Collected Diaries of a Sporting Superhero (Diary of a...),Shamini Flint,9781760293451,Allen & Unwin,Unknown,,
2953,Restoring Hope,Cornel West; Burgess; Kelvin S. Sealy,9780807009437,Beacon Press,Unknown,256 pages,5.73 x 8.69 x 0.84 inches
2954,The Second Mark,Joy Goodwin,9781416578321,Simon & Schuster,Unknown,352 pages,5.98 x 9.02 x 0.79 inches
2955,The Mafia,Roberto Dainotto,9781780234434,Reaktion Books,Unknown,,
2956,Freedom Riders,Ann Bausum,9780792241737,National Geographic Society,Unknown,79 pages,8.90 x 11.04 x 0.51 inches
2957,The Dance,Emily Fragos,9780307263506,Everyman's Library,Unknown,256 pages,4.46 x 6.28 x 0.78 inches
2958,At the Door of Memory Aubrey Rike and the Assassination of President Kennedy,Aubrey Rike; Colin McSween,9780977465750,JFK Lancer Production,Unknown,196 pages,6.32 x 9.33 x 0.78 inches
2959,Alexander Hamilton,Ron Chernow,9780143034759,Penguin Books,Unknown,818 pages,5.97 x 9.24 x 1.71 inches
2960,The Powerbuilding Blueprint,Todd C Henry,9781517209995,CreateSpace Independent Publishing Platform,Unknown,,
2961,Louisa May Alcott,Susan Cheever,9781416569923,Simon & Schuster,Unknown,320 pages,5.40 x 8.30 x 0.90 inches
2962,Black Hills,Nora Roberts,9780515148046,Jove Books,Unknown,464 pages,4.10 x 6.70 x 1.30 inches
2963,El laberinto azul / Blue Labyrinth (Agent Pendergast Series) (Spanish Edition),Douglas; Child; Lincoln Preston,9788466334891,Debolsillo,Unknown,,
2964,America's Blessings,Rodney Stark,9781599474458,Templeton Press,Unknown,,
2965,The Plague of War,Jennifer T. Roberts,9780199996643,Oxford University Press,Unknown,,
2966,The Wright Brothers,Lewis Helfand; Sankha Banerjee,9789380028460,Campfire,Unknown,68 pages,6.59 x 10.30 x 0.17 inches
2967,A Cultural History of Wallonia,Bruno Demoulin,9780300188660,Mercatorfonds,Unknown,400 pages,
2968,Brave Companions,David McCullough,9780671792763,Simon & Schuster,Unknown,256 pages,6.10 x 9.28 x 0.63 inches
2969,Alexander Hamilton's New York City (Primary Source Readers Focus on),Dona Herweck Rice,9781425863517,Teacher Created Materials,Unknown,,
2970,Holman New Testament Commentary - Mark,Rodney L. Cooper,9780805402025,Holman Reference,Unknown,400 pages,6.47 x 9.55 x 0.86 inches
2971,The Shaolin Way,Steve Demasco; Alli Joseph,9780060574574,HarperCollins Publishers,Unknown,238 pages,5.38 x 8.06 x 0.65 inches
2972,Here Is Where,Andrew Carroll,9780307463982,Three Rivers Press,Unknown,,
2973,Common Sense,Thomas Paine,9781435146013,Sterling Publishing Co Inc,Unknown,112 pages,5.55 x 7.28 x 0.43 inches
2974,A Stardance Summer,Emily March,9781250131683,St. Martin's Paperbacks,Unknown,,
2975,The Complete Sherlock Holmes Volume I (Barnes & Noble Classics Series),Arthur Conan Doyle; Kyle Freeman,9781593080341,Barnes & Noble Classics,Unknown,752 pages,5.08 x 8.02 x 1.56 inches
2976,5 Practice Exams for the GED Test 2nd Edition,Princeton Review,9781524710552,Princeton Review,Unknown,,
2977,Devil at My Heels,Louis Zamperini; David Rensin; John McCain,9780062118851,Harper Paperbacks,Unknown,297 pages,5.30 x 8.00 x 0.90 inches
2978,For Love of Politics,Sally Bedell Smith,9780812973457,Random House Trade,Unknown,578 pages,6.00 x 9.10 x 1.40 inches
2979,Good Night Tiger,Timothy Knapman,9781680100303,Tiger Tales,Unknown,,
2980,Grosse Pointe War Memorial,Ann Marie; Berschback; Suzy Aliotta,9781531651350,Arcadia Library Editions,Unknown,,
2981,The Art of War,Sun Tzu,9781530575374,CreateSpace Independent Publishing Platform,Unknown,,
2982,Gender Relations in Cameroon. Multidisciplinary Perspectives,Emmanuel Yenshu Vubo,9789956727476,African Books Collective,Unknown,188 pages,5.51 x 8.50 x 0.39 inches
2983,The Glass Universe,Dava Sobel,9780735288645,Penguin Audio,Unknown,,
2984,Even Cowgirls Get the Blues,Tom Robbins,9781842430248,Oldcastle Books Ltd,Unknown,366 pages,5.04 x 7.76 x 1.02 inches
2985,Poking a Dead Frog,Mike Sacks,9780143123781,Penguin Books,Unknown,,
2986,Draftee Division,John Sloan Brown,9780813151526,The University Press of Kentucky,Unknown,,
2987,Understanding Indian Place Names in Southern New England,Frank Waabu O'Brien,9780982046760,Bauu Institute,Unknown,312 pages,9.21 x 6.14 x 0.65 inches
2988,The Art of War,Sun Tzu; Lionel Giles,9781934255124,El Paso Norte Press,Unknown,268 pages,5.10 x 8.62 x 1.18 inches
2989,Moonwalk,David; Buckley; Adrian Jenkins,9780993072178,Circa Press,Unknown,,
2990,Hitler's Last Secretary,Traudl Junge; Melissa Muller; Anthea Bell,9781611453232,Arcade Publishing,Unknown,261 pages,6.43 x 8.46 x 0.81 inches
2991,Evaluating the Capacity of the VA to Care for Veteran Patients,Committee on Veterans' Affairs U.S. House of Representatives,9781508504436,CreateSpace Independent Publishing Platform,Unknown,,
2992,French and Indian War Battlesites,Bob Bearor,9780788414756,Heritage Books,Unknown,142 pages,8.50 x 5.51 x 0.30 inches
2993,Recipe for Life,Nicky Pellegrino,9780752884394,Orion Publishing Group,Unknown,348 pages,5.00 x 7.70 x 1.10 inches
2994,Rhymes with Witches,Lauren Myracle,9780810992153,ABRAMS,Unknown,249 pages,4.88 x 7.06 x 0.76 inches
2995,Planet Sport,Kath Woodward,9780415681124,Routledge,Unknown,112 pages,
2996,America's History Value Edition Combined Volume,James A.; Hinderaker; Eric; Edwards; Rebecca Henretta,9781319040369,Bedford/St. Martin's,Unknown,,
2997,Do Humankind's Best Days Lie Ahead?,Steven; Ridley; Matt; de Botton; Alain; Gladwell; Ma Pinker,9781487001681,House of Anansi Press,Unknown,,
2998,Inherit the Stars,Tony Peak,9780451476531,Roc,Unknown,,
2999,Brainjuice,Carol Diggory Shields; Richard Thompson,9781593540050,Chronicle Books (CA),Unknown,64 pages,5.60 x 7.54 x 0.53 inches
3000,An Eclectic Mix - Volume Five (Volume 5),Edited By Lindsay Fairgrieve,9781326906658,lulu.com,Unknown,,
3001,Long Life and Good Days,Les Brown,9781597812528,Xulon Press,Unknown,112 pages,8.50 x 5.51 x 0.26 inches
3002,Shamrock And Sword,Robert R. Miller,9780806129648,Irish Books & Media,Unknown,232 pages,5.41 x 8.26 x 0.76 inches
3003,The Devil's Adjutant,Michael Reynolds,9781848840102,Pen & Sword Books,Unknown,300 pages,6.34 x 9.10 x 0.97 inches
3004,Montenegro,Kenneth Morrison,9781845117108,I. B. Tauris & Company,Unknown,289 pages,5.70 x 8.50 x 1.20 inches
3005,Christianity in Late Antiquity 300-450 C.E.,Bart D. Ehrman; Andrew Jacobs; Andrew S. Jacobs,9780195154610,Oxford University Press USA,Unknown,528 pages,7.26 x 9.42 x 0.96 inches
3006,Texas Trace,Bo Wilkerson,9781492887744,CreateSpace Independent Publishing Platform,Unknown,,
3007,Rose O' the River,Kate Douglas Wiggin,9781544101774,CreateSpace Independent Publishing Platform,Unknown,,
3008,The Pilgrim's Progress and Grace Abounding to the Chief of Sinners,John Bunyan; John F. Thornton; Susan B. Varenne,9780375725685,Vintage Books USA,Unknown,400 pages,5.28 x 8.06 x 0.85 inches
3009,American Indian stories,Zitkala-Sa,9781983676581,CreateSpace Independent Publishing Platform,Unknown,,
3010,25 Years to Life,Mysheka Ross,9780988611733,Wag Publishing,Unknown,,
3011,Summary and Analysis of Man's Search for Meaning,Worth Books,9781504046770,Worth Books,Unknown,,
3012,Drag Racing,Timothy Miller,9781770850972,Firefly Books,Unknown,208 pages,
3013,Anti-christianism in Europe,Rev. Francis A. Cunningham,9781514771082,CreateSpace Independent Publishing Platform,Unknown,,
3014,A Soldier's Son,John E. Hodgkins; Bill Roorbach,9780892727162,Down East Books,Unknown,325 pages,5.86 x 8.50 x 0.78 inches
3015,Werewolves,Sean McCollum,9781491443361,Capstone Press,Unknown,,
3016,Gladiators (Legendary Warriors),Adrienne Lee,9781476531144,Capstone Press,Unknown,,
3017,The Real Wild West,Michael Wallis,9780312263812,St. Martin's Griffin,Unknown,672 pages,6.14 x 9.17 x 1.49 inches
3018,Religion Work and Inequality,Lisa A. Keister; John McCarthy; Roger Finke,9781780523460,Emerald Group Publishing,Unknown,397 pages,6.10 x 9.10 x 1.40 inches
3019,Derivatives,David M. Weiss,9781591845720,Portfolio,Unknown,,
3020,Zombie Mum,T A; Jones; E Jones,9781494319731,CreateSpace Independent Publishing Platform,Unknown,,
3021,Faith or Reason,Sam Oputa,9781478733171,Outskirts Press,Unknown,,
3022,Elusive Alliance,Jesse Kauffman,9780674286016,Harvard University Press,Unknown,,
3023,Las aventuras de Huckleberry Finn (Spanish Edition),Mark Twain,9789583052712,Lectorum Pubns (Juv),Unknown,,
3024,Main Street,Sinclair Lewis; Brooke Allen; George Stade,9781593083861,Barnes & Noble Classics,Unknown,466 pages,5.10 x 7.90 x 1.50 inches
3025,The Twelve Gifts for Healing,Charlene Costanzo; Alexis Seabrook,9780066211282,HarperResource,Unknown,,8.84 x 8.02 x 0.47 inches
3026,French & Indian Wars in Maine (Military),Michael Dekker,9781467117753,Arcadia Publishing,Unknown,,
3027,Poetic Images,Clark Crouch,9781508662549,CreateSpace Independent Publishing Platform,Unknown,,
3028,The Outline of History: Volume 2 (Barnes & Noble Library of Essential Reading),H. G. Wells; Warren Wagar,9780760758670,Barnes & Noble,Unknown,768 pages,
3029,History of Technology Volume 9 b,tory of Technology Volume 9 by,9781350018372,Bloomsbury Academic,Unknown,,
3030,Christian Ethics,Samuel Wells,9781405168878,Wiley-Blackwell,Unknown,338 pages,7.40 x 9.40 x 1.20 inches
3031,Black Barbie Finds African King Travels to Africa,BaBa Dan Edward Knight Sr,9781502460530,CreateSpace Independent Publishing Platform,Unknown,,
3032,Civil War Stories,Catherine Clinton,9780820320748,University of Georgia Press,Unknown,144 pages,4.92 x 8.42 x 0.47 inches
3033,Born in Fire,Nora Roberts,9780425266090,Berkley Trade,Unknown,,
3034,Blueprints for a Barbed-Wire Canoe,Wayne Macauley,9781922079114,Text Publishing Company,Unknown,,
3035,For Liberty and Glory,James R. Gaines,9780393333510,W. W. Norton & Company,Unknown,533 pages,6.30 x 8.16 x 1.09 inches
3036,John Fowles,Robert Huffaker,9781453651247,Createspace,Unknown,168 pages,8.00 x 5.25 x 0.36 inches
3037,Dance Upon the Air (Three Sisters),Nora Roberts,9780425278147,Berkley,Unknown,,
3038,The Funny Thing Is...,Ellen DeGeneres,9780743247634,Simon & Schuster,Unknown,177 pages,5.64 x 8.38 x 0.47 inches
3039,Doughboy War,James H. Hallas,9780811734677,Stackpole Books,Unknown,347 pages,6.00 x 8.80 x 1.10 inches
3040,Most Dangerous,Steve Sheinkin,9781596439528,Roaring Brook Press,Unknown,,
3041,The Paradigm,Jonathan Cahn,9781629994765,Frontline,Unknown,,
3042,Excuse Me for Living,Ric Klass,9781616087807,Arcade Publishing,Unknown,304 pages,
3043,A Blueprint to Divine Healing,Richard East,9781414065427,Authorhouse,Unknown,228 pages,5.00 x 8.00 x 0.52 inches
3044,Life,Diana Strickland,9781612155616,Xulon Press,Unknown,70 pages,6.00 x 9.00 x 0.15 inches
3045,Carmosine (French Edition),Henry; Cain; Henri; Payen; Louis Fvrier,9781502728524,CreateSpace Independent Publishing Platform,Unknown,,
3046,Forty-First Being a Record of the 41st Aif During the Great War,Of The Intelligence Staff Members of the Intelligence Staff,9781845748593,Naval & Military Press,Unknown,174 pages,11.00 x 8.25 x 0.37 inches
3047,Norway to America,Einar Haugen; Ingrid Semmingsen,9780816610006,University of Minnesota Press,Unknown,224 pages,5.98 x 8.93 x 0.60 inches
3048,Baseball Is America: Origins and History,Victor Alexander Baltov Jr,9781452004860,Authorhouse,Unknown,412 pages,9.01 x 5.98 x 0.91 inches
3049,American Colossus,H. W. Brands,9780307386779,Anchor Books,Unknown,686 pages,5.20 x 7.80 x 1.40 inches
3050,Diary of Sallie Hester,Sallie Hester,9781476551364,Capstone Press,Unknown,,
3051,Get a Life,Nadine Gordimer,9780143037927,Penguin Books,Unknown,187 pages,5.14 x 7.76 x 0.66 inches
3052,Changes in the Land,William Cronon; John Demos,9780809016341,Hill & Wang,Unknown,257 pages,6.36 x 8.20 x 0.74 inches
3053,Sons of Providence,Charles Rappleye,9780743266888,Simon & Schuster,Unknown,400 pages,6.10 x 9.20 x 1.10 inches
3054,Native Historians Write Back,Susan A. Miller; James Riding In,9780896726994,Texas Tech University Press,Unknown,280 pages,6.10 x 9.20 x 0.90 inches
3055,This Year Next Year,Moira Andrew,9781434329219,Authorhouse,Unknown,68 pages,6.00 x 9.00 x 0.16 inches
3056,African American Heritage Hymnal,Delores Carpenter; Rev Dr Delores Carpenter; Rev Nolan E.; JR. Williams,9781579991241,GIA Publications,Unknown,1104 pages,6.30 x 9.10 x 1.60 inches
3057,A Man on the Moon,Andrew L. Chaikin; Tom Hanks,9780143112358,Penguin Books,Unknown,685 pages,5.56 x 7.90 x 1.60 inches
3058,Secrets of World War II (Top Secret Files),Sean McCollum,9781515741442,Capstone Press,Unknown,,
3059,1138 GMAT Practice Questions 3rd Edition (Graduate School Test Preparation),Princeton Review,9780375427480,Princeton Review,Unknown,,
3060,Plants vs. Zombies Boxed Set 3,Paul Tobin,9781506705217,Dark Horse Books,Unknown,,
3061,In a Different Light,Robert C. Marsala,9781497432369,CreateSpace Independent Publishing Platform,Unknown,,
3062,Correspondence Respecting the Affairs of Siam,Great Britain Foreign Office,9785518448162,Book on Demand Ltd.,Unknown,252 pages,5.83 x 8.27 x 0.55 inches
3063,After King Philip's War After King Philip's War After King Philip's War After King Philip's War After King Phili,Colin G. Calloway,9780874518191,Dartmouth Publishing Group,Unknown,278 pages,6.04 x 9.03 x 0.76 inches
3064,Plutarch's Lives Volume Two (Barnes & Noble Library of Essential Reading),Plutarch; Arthur Hugh Clough; John Dryden,9780760780930,Barnes & Noble,Unknown,784 pages,
3065,The Scariest Book Ever Written,Mark Beshara,9781517634537,CreateSpace Independent Publishing Platform,Unknown,,
3066,The Four Days of Mayaguez,Roy Rowan,9780393332445,W. W. Norton & Company,Unknown,228 pages,5.50 x 8.50 x 0.52 inches
3067,The Pilgrim's Progress - The Original Classic Edition,John Bunyan,9781486145829,Tebbo,Unknown,74 pages,7.44 x 9.69 x 0.15 inches
3068,Deranged,Harold Schechter,9780671025458,Pocket Books,Unknown,256 pages,6.09 x 9.09 x 0.68 inches
3069,Science and Faith Within Reason,Jaume Navarro,9781409426080,Ashgate Publishing,Unknown,,
3070,Ancient Greek Letter Writing,Paola Ceccarelli,9780199675593,Oxford University Press,Unknown,504 pages,6.14 x 9.21 x 0.00 inches
3071,Revolutionary Science,Steve Jones,9781681776255,Pegasus Books,Unknown,,
3072,Asterios Polyp,David Mazzucchelli,9780307377326,Pantheon Books,Unknown,344 pages,8.02 x 10.56 x 1.19 inches
3073,Cracking the AP European History Exam,Kenneth Pearl,9780307944894,Princeton Review,Unknown,441 pages,8.44 x 10.81 x 1.05 inches
3074,Spirited Encounters,Karen Coody Cooper,9780759110892,Altamira Press,Unknown,207 pages,5.87 x 8.96 x 0.53 inches
3075,Ploughing the South Sea,E. John McGarry,9781420829853,Authorhouse,Unknown,376 pages,6.00 x 9.00 x 0.84 inches
3076,Tzu Art of War,Sun Tzu,9781450505338,Createspace,Unknown,80 pages,10.00 x 7.01 x 0.17 inches
3077,Mao,Alexander V.; Levine; Steven I. Pantsov,9781451654486,Simon & Schuster,Unknown,,
3078,Isaiah,Raymond C. Ortlund Jr.,9781433535475,Crossway Books,Unknown,496 pages,5.98 x 9.02 x 1.22 inches
3079,The Enemy at Home,Dinesh D'Souza,9780767915618,Broadway Books,Unknown,361 pages,5.32 x 7.84 x 0.83 inches
3080,New Insights in Plant Protection b,Insights in Plant Protection by,9781632394798,CALLISTO REFERENCE,Unknown,,
3081,Riding the Devil,Robin Radlauer-Cramer,9781502993847,CreateSpace Independent Publishing Platform,Unknown,,
3082,The Lady and the Unicorn,Tracy Chevalier,9780452285453,Plume Books,Unknown,250 pages,5.00 x 7.70 x 0.70 inches
3083,Honest Illusions,Nora Roberts,9780515152968,Jove Books,Unknown,512 pages,
3084,Death Wish,Robert Sheckley,9781463899196,Aegypan,Unknown,22 pages,5.98 x 9.02 x 0.25 inches
3085,Don't Give Up Don't Give In,Louis; Rensin; David Zamperini,9780062368805,Dey Street Books,Unknown,,
3086,The Music,James Hamilton-Paterson,9780571320844,Faber & Faber,Unknown,,
3087,Caf Neandertal,Beebe Bahrami,9781619026100,Counterpoint,Unknown,,
3088,Patmos in the Reception History of the Apocalypse,Ian Boxall,9780199674206,Oxford University Press,Unknown,288 pages,9.57 x 6.42 x 0.91 inches
3089,Black Diamonds (Seasons of Change) (Volume 1),Lynette Rees,9781512037623,CreateSpace Independent Publishing Platform,Unknown,,
3090,CHRISTMAS TREES LIT THE SKY,Anneliese Heider Tisdale,9781477278215,AuthorHouse,Unknown,234 pages,23.62 x 35.43 x 2.09 inches
3091,The American Indian as a Product of Environment,A. F. Fynn,9781117881836,BCR (Bibliographical Center for Research),Unknown,304 pages,9.68 x 7.44 x 0.63 inches
3092,The Betrayal: The Lost Life of Jesus,Kathleen O'Neal Gear; W. Michael Gear,9780765354563,Tor Books,Unknown,448 pages,4.10 x 7.30 x 1.30 inches
3093,Love and Other Wounds,Jordan Harper,9780062394385,Ecco,Unknown,,
3094,Christianity in the Light of Science,n; a,9781633881730,Prometheus Books,Unknown,,
3095,American Indian Constitutional Reform and the Rebuilding of Native Nations,Eric D. Lemont,9780292713178,University of Texas Press,Unknown,343 pages,6.06 x 9.06 x 0.97 inches
3096,The American Revolution,DK,9781465446077,DK,Unknown,,
3097,Nomad: From Islam to America,Ayaan Hirsi Ali,9781439157329,Free Press,Unknown,277 pages,5.54 x 8.51 x 0.81 inches
3098,Conversations with Edwidge Danticat (Literary Conversations Series),Maxine Lavon Montgomery,9781496812551,University Press of Mississippi,Unknown,,
3099,Golf . . . The Cruellest of Games,Cheever Hardwick,9781910864999,The Choir Press,Unknown,,
3100,The Scratch of a Pen,Colin G. Calloway,9780195331271,Oxford University Press USA,Unknown,219 pages,6.10 x 9.24 x 0.68 inches
3101,Byzantine Matters,Averil Cameron,9780691157634,Princeton University Press,Unknown,184 pages,5.51 x 7.01 x 0.00 inches
3102,American English File Second Edition 3 Student Book Pack,NA,9780194776172,Oxford University Press,Unknown,,
3103,Lord Jim,Joseph Conrad; A. Michael Matin,9781593081454,Barnes & Noble Classics,Unknown,400 pages,
3104,Life Management for Busy Women,Elizabeth George,9780736951265,Harvest House Publishers,Unknown,,
3105,Poems Dead and Undead (Everyman's Library Pocket Poets) b,ms Dead and Undead (Everyman's Library Pocket Poets) by,9780375712517,Everyman's Library,Unknown,,
3106,The Aeneid,Vergil; Christopher Pearse Cranch; Sarah Spence,9781593082376,Barnes & Noble,Unknown,403 pages,5.34 x 8.01 x 1.24 inches
3107,The Burma Road,Donovan Webster,9780060746384,Harper Perennial,Unknown,370 pages,5.40 x 7.96 x 0.77 inches
3108,Blank Recipe Book,Recordkeeper Press,9781503326415,CreateSpace Independent Publishing Platform,Unknown,,
3109,The Enduring Shore,Paul Schneider,9780805067347,Owl Books (NY),Unknown,367 pages,6.16 x 9.22 x 1.02 inches
3110,The Man Who Fell to Earth,S. Fabian Butalla,9781555718442,Hellgate Press,Unknown,,
3111,Foreign Policy Making in Taiwan,Dennis V. Hickey,9780415647847,Taylor & Francis Ltd,Unknown,224 pages,6.14 x 9.21 x 0.00 inches
3112,How Geek Girls Will Rule the World,Jennifer Thorpe-Moscon,9781482786033,CreateSpace Independent Publishing Platform,Unknown,,
3113,Current Progress in Plant Science b,rent Progress in Plant Science by,9781632396938,CALLISTO REFERENCE,Unknown,,
3114,Minecraft,Chris Martin,9781512405897,Lerner Publications,Unknown,,
