_id,ltable_ID,rtable_ID,ltable_title,ltable_author,ltable_isbn,ltable_publisher,ltable_edition,ltable_pages,ltable_dimension,rtable_title,rtable_author,rtable_isbn,rtable_publisher,rtable_edition,rtable_pages,rtable_dimension,gold_labels
3969,2006,1749,An Introduction to Functional Programming Through Lambda Calculus,Greg Michaelson,9780486478838,Dover Publications,,,6.40(w) x 9.20(h) x 0.70(d),An Introduction to Functional Programming Through Lambda Calculus,Greg Michaelson,9780486478838,Dover Publications,,,6.56 x 9.27 x 0.68 inches,1
4587,1310,2036,Understanding the Digital World: What You Need to Know about Computers the Internet Privacy and Security,Brian W. Kernighan,9780691176543,Princeton University Press,,,7.10(w) x 10.10(h) x 0.90(d),Understanding the Digital World,Brian W. Kernighan,9780691176543,Princeton University Press,,,,1
6718,2666,2762,Art of War by Sun Tzu and the Book of Five Rings by Miyamoto Musashi,Sun Tzu;  Musashi Miyamoto,9789562912501,Beta Nu Publishing,,,5.00(w) x 8.00(h) x 0.35(d),The Art of War,Sun Tzu,9781522777755,CreateSpace Independent Publishing Platform,,,,0
2741,1451,1209,A Girl's Life Online,Katherine Tarbox,9780452286610,Penguin Publishing Group,,,5.40(w) x 8.00(h) x 0.46(d),A Girl's Life Online,Katherine Tarbox,9780452286610,Plume Books,,,5.66 x 8.00 x 0.52 inches,1
7243,3357,2862,Immune System Makeover: Enjoy Better Health,Janet Maccaro,9780884196921,Charisma Media,,,5.50(w) x 8.50(h) x 0.76(d),Immune System Makeover,Janet Maccaro,9780884196921,Siloam Press,,,5.52 x 8.53 x 0.79 inches,1
985,1059,356,Daily Planner~ Plus Grey Scale 2014 Fine Art Calendar,Laurel Marie Sobol,9781490550039,CreateSpace Publishing,,,8.50(w) x 11.00(h) x 1.01(d),Daily Planner~ Plus Grey Scale 2014 Fine Art Calendar (Little House of Miracles Planners),Laurel Marie Sobol,9781490550039,CreateSpace Independent Publishing Platform,,,,1
4937,2226,2162,Word Connect Game Answers Levels Cheats Tips Walkthrough Download Guide Unofficial,HSE Guides,9781985726956,HIDDENSTUFF ENTERTAINMENT LLC.,,,8.27(w) x 11.69(h) x 0.07(d),Word Connect Game Answers Levels Cheats Tips Walkthrough Download Guide Unofficial,Hse Guides,9781985726956,Hiddenstuff Entertainment LLC.,,,,1
6323,2489,2633,Sterling Heroes of World War II,John Elliff;  Denny Dressman,9780983223610,Comserv Books,,,6.00(w) x 9.00(h) x 1.70(d),Sterling Heroes of World War II,Dr. John Elliff,9780983223610,Vis-Op Publishing,,,,1
3944,1728,1739,Flask Web Development: Developing Web Applications with Python,Miguel Grinberg,9781449372620,O'Reilly Media Incorporated,,,7.00(w) x 9.10(h) x 0.30(d),Flask Web Development,Miguel Grinberg,9781449372620,O'Reilly Media Inc USA,,,7.01 x 9.17 x 0.00 inches,1
8965,3316,3398,The Art of War: Total War Edition,Sun Tzu,9781453644799,CreateSpace Publishing,,,5.50(w) x 8.50(h) x 0.19(d),The Art of War,Sun Tzu; Shawn Conners; Lionel Giles,9781934255179,El Paso Norte Press,,,6.00 x 9.00 x 0.25 inches,0
1239,1138,492,Ex Machina Book Five,Brian K. Vaughan;  Tony Harris,9781401254223,DC Comics,,,6.60(w) x 10.00(h) x 0.60(d),Ex Machina Book Five,Brian K. Vaughan,9781401254223,Vertigo,,,,1
9259,2689,3501,Cracking the AP Physics C Exam 2013 Edition,Princeton Review,9780307945167,Random House Children's Books,,,8.42(w) x 10.68(h) x 1.40(d),Cracking the AP U.S. Government & Politics Exam 2018 Premium Edition (College Test Preparation),Princeton Review,9781524710170,Princeton Review,,,,0
9246,3110,3501,Cracking the AP Physics C Exam 2014 Edition,Princeton Review,9780804124249,Random House Children's Books,,,8.20(w) x 10.80(h) x 1.50(d),Cracking the AP U.S. Government & Politics Exam 2018 Premium Edition (College Test Preparation),Princeton Review,9781524710170,Princeton Review,,,,0
8967,3463,3398,The Art of War: The Oldest Military Treatise In The World,Sun Tzu;  Lionel Giles MA,9789198147827,HH Bokfouml;rlag,,,5.00(w) x 8.00(h) x 0.16(d),The Art of War,Sun Tzu; Shawn Conners; Lionel Giles,9781934255179,El Paso Norte Press,,,6.00 x 9.00 x 0.25 inches,0
7711,2666,2981,Art of War by Sun Tzu and the Book of Five Rings by Miyamoto Musashi,Sun Tzu;  Musashi Miyamoto,9789562912501,Beta Nu Publishing,,,5.00(w) x 8.00(h) x 0.35(d),The Art of War,Sun Tzu,9781530575374,CreateSpace Independent Publishing Platform,,,,0
7755,3544,2988,Sun Tzu - The Art of War - The Illustrated Edition,Sun Tzu,9781781580479,Coda Books Ltd,,,6.00(w) x 9.00(h) x 0.42(d),The Art of War,Sun Tzu; Lionel Giles,9781934255124,El Paso Norte Press,,,5.10 x 8.62 x 1.18 inches,0
9342,3400,3525,The Mystery of the Shemitah With DVD: The 3000-Year-Old Mystery That Holds the Secret of America's Future the World's Future and Your Future!,Jonathan Cahn,9781629987156,Charisma Media,,,5.50(w) x 8.20(h) x 3.90(d),The Mystery of the Shemitah With DVD,Jonathan Cahn,9781629987156,Frontline,,,,1
6223,601,2627,The Hunchback of Notre Dame (Barnes & Noble Classics Series),Victor Hugo,9781593081409,Barnes & Noble,,,7.92(w) x 5.30(h) x 1.43(d),Les Miserables (Abridged) (Barnes & Noble Classics Series),Victor Hugo; Laurence M. Porter; Charles Wilber,9781593080662,Barnes & Noble Classics,,,5.08 x 8.24 x 1.85 inches,0
5044,2261,2189,AutoCAD 2014 For Dummies,Bill Fane;  David Byrnes,9781118603970,Wiley,,,7.40(w) x 9.00(h) x 1.10(d),AutoCAD 2014 For Dummies,Bill Fane,9781118603970,John Wiley & Sons Inc,,,7.32 x 9.02 x 1.06 inches,1
9039,2848,3446,Shinnecock Indian Nation,Beverly Jensen,9781531674526,Arcadia Publishing SC,,,6.69(w) x 9.61(h) x 0.38(d),Shinnecock Indian Nation,Beverly Jensen,9781531674526,Arcadia Library Editions,,,,1
4404,1208,1934,Learn Ruby the Hard Way: A Simple and Idiomatic Introduction to the Imaginative World Of Computational Thinking with Code / Edition 3,Zed A. Shaw,9780321884992,Addison-Wesley,,,7.00(w) x 9.00(h) x 0.80(d),Learn C the Hard Way,Zed Shaw,9780321884923,Pearson Education (US),,,7.01 x 9.13 x 0.00 inches,0
548,845,191,Dark of the Moon,Karen Robards,9780380754373,HarperCollins Publishers,,,4.18(w) x 6.75(h) x 1.04(d),Dark of the Moon,Karen Robards,9780380754373,Avon Books,,,4.34 x 6.86 x 1.11 inches,0
6049,2569,2566,The Devil in the White City: Murder Magic and Madness at the Fair That Changed America,Erik Larson;  Scott Brick,9780739343814,Penguin Random House Audio Publishing Group,,,5.08(w) x 5.90(h) x 1.10(d),The Devil in the White City,Erik Larson,9780609608449,Crown Publishing Group (NY),,,6.46 x 9.54 x 1.43 inches,0
2122,193,893,El Libro del demonio,Erika McGann,9786074808971,Ediciones B,,,5.90(w) x 9.00(h) x 0.60(d),El libro del demonio (Spanish Edition),Erika McGann,9786074808971,Ediciones B,,,,1
8628,3607,3295,A Natural History of Love,Diane Ackerman,9780679761839,Knopf Doubleday Publishing Group,,,5.20(w) x 8.00(h) x 0.78(d),A Natural History of Love,Diane Ackerman,9780679761839,Vintage Books,,,5.49 x 8.10 x 0.94 inches,1
2675,728,1143,We Stand on Guard,Brian K. Vaughan,9781534301412,Image Comics,,,6.40(w) x 9.50(h) x 0.60(d),We Stand on Guard Deluxe Edition,Brian K Vaughan,9781632157027,Image Comics,,,,0
1449,1130,554,A Novel Journal: Adventures of Huckleberry Finn,Mark Twain,9781626863392,Canterbury Classics,,,7.25(w) x 9.25(h) x 0.63(d),Adventures of Huckleberry Finn Thrift Study Edition,Mark Twain,9780486475844,Dover Publications,,,5.10 x 8.20 x 0.90 inches,0
5296,1376,2283,Python Crash Course: A Hands-On Project-Based Introduction to Programming,Eric Matthes,9781593276034,No Starch Press,,,6.90(w) x 9.00(h) x 1.40(d),Python Crash Course,Eric Matthes,9781593276034,No Starch Press,,,,1
2259,440,951,All Worth Their Salt: Volume 5: The People of NWI,Jeff Manes,9780997004748,Jeff Manes,,,6.00(w) x 9.00(h) x 0.83(d),All Worth Their Salt: Volume 5,Jeff Manes,9780997004748,Jeff Manes,,,,1
5807,3544,2467,Sun Tzu - The Art of War - The Illustrated Edition,Sun Tzu,9781781580479,Coda Books Ltd,,,6.00(w) x 9.00(h) x 0.42(d),The Art of War and The 36 Stratagems (Chinese Edition),Sun; Anonymous Tzu,9781784351410,JiaHu Books,,,,0
4405,1941,1944,MCTS 70-680 Rapid Review: Configuring Windows 7,Orin Thomas,9780735657298,Microsoft Press,,,1.70(w) x 3.30(h) x 0.40(d),McTs 70-680 Rapid Review,Orin Thomas,9780735657298,Microsoft Press,,,5.56 x 8.49 x 0.53 inches,1
2869,1207,1282,Adobe Muse CC Classroom in a Book / Edition 2,Brian Wood,9780134547275,Adobe Press,,,7.40(w) x 9.10(h) x 0.40(d),Adobe Illustrator CC Classroom in a Book (2018 release),Brian Wood,9780134852492,Adobe Press,,,,0
896,2456,298,The Art of War Sun Tzu,Sun Tzu,9781540877482,CreateSpace Publishing,,,6.00(w) x 9.00(h) x 0.11(d),The Art of War,Sun Tzu,9781454911869,Fall River,,,,0
6028,3019,2556,The Art Of War By Sun Tzu - Special Edition,Sun Tzu,9781934255124,El Paso Norte Press,,,5.50(w) x 8.50(h) x 0.75(d),The Art of War,Sun Tzu,9781936041053,Simon & Brown,,,9.01 x 5.98 x 0.14 inches,0
1281,798,516,Daniel J. Boorstin,Angela Michele Leonard Ph.D.,9780313303241,ABC-CLIO Incorporated,,,6.00(w) x 9.00(h) x 0.75(d),Daniel J. Boorstin,Angela M. Leonard; Angela Michele Leonard,9780313303241,Greenwood,,,6.46 x 9.52 x 0.96 inches,1
2929,2025,1320,AutoCAD 2016 and AutoCAD LT 2016 Essentials: Autodesk Official Press / Edition 1,Scott Onstott,9781119059189,Wiley,,,7.30(w) x 9.00(h) x 1.00(d),AutoCAD 2016 and AutoCAD LT 2016 Essentials,Scott Onstott,9781119059189,Sybex,,,,1
6729,3315,2762,Tzu Art of War: (Large Print Edition of Sun Tzu the Art of War Military Strategy),Sun Tzu,9781450505338,CreateSpace Publishing,,,7.00(w) x 10.00(h) x 0.17(d),The Art of War,Sun Tzu,9781522777755,CreateSpace Independent Publishing Platform,,,,0
3616,1932,1632,Master Builder Roblox: The Essential Guide,Triumph Books,9781629375151,Triumph Books,,,8.40(w) x 10.70(h) x 0.40(d),Master Builder Roblox,Triumph Books,9781629375151,Triumph Books,,,,1
1755,911,756,Adventures of Huckleberry Finn (Barnes & Noble Classics Series),Mark Twain,9781593081126,Barnes & Noble,,,8.04(w) x 5.30(h) x 0.90(d),Adventures of Huckleberry Finn,Mark Twain,9781544989679,CreateSpace Independent Publishing Platform,,,,0
6484,2839,2663,The Cabinet of Curiosities (Special Agent Pendergast Series #3),Douglas Preston;  Lincoln Child,9781455582891,Grand Central Publishing,,,4.20(w) x 7.50(h) x 1.70(d),Brimstone (Agent Pendergast series),Douglas; Child; Lincoln Preston,9781455582914,Grand Central Publishing,,,,0
2604,46,1085,The Diva Steals a Chocolate Kiss (Domestic Diva Series #9),Krista Davis,9780425258156,Penguin Publishing Group,,,4.10(w) x 6.70(h) x 1.00(d),The Diva Steals a Chocolate Kiss (A Domestic Diva Mystery),Krista Davis,9780425258156,Berkley,,,,1
8040,3496,3076,The Art of War,Sun Tzu,9781784048174,Arcturus Publishing Limited,,,6.40(w) x 9.70(h) x 1.10(d),Tzu Art of War,Sun Tzu,9781450505338,Createspace,,,10.00 x 7.01 x 0.17 inches,0
6973,2847,2825,Not the End of the World,Rebecca Stowe,9780393310061,Norton W. W. & Company Inc.,,,5.50(w) x 8.00(h) x 0.50(d),Not the End of the World,Rebecca Stowe,9780393310061,W. W. Norton & Company,,,5.50 x 8.01 x 0.44 inches,1
9506,2648,3590,The Triumph of Christianity: How the Jesus Movement Became the World's Largest Religion,Rodney Stark,9780062007698,HarperCollins Publishers,,,8.98(w) x 5.84(h) x 1.31(d),The Triumph of Christianity,Rodney Stark,9780062007698,HarperOne,,,,0
6058,2661,2567,Cracking the AP U.S. Government & Politics Exam 2018 Premium Edition,Princeton Review,9781524710170,Random House Children's Books,,,8.30(w) x 10.10(h) x 1.10(d),Cracking the AP English Literature & Composition Exam 2018 Edition,Princeton Review,9781524710071,Princeton Review,,,,0
9060,3316,3447,The Art of War: Total War Edition,Sun Tzu,9781453644799,CreateSpace Publishing,,,5.50(w) x 8.50(h) x 0.19(d),The Art of War by Sun Tzu & the Book of Five Rings by Miyamoto Musashi,Sun Tzu; Musashi Miyamoto,9789562912501,WWW.Bnpublishing.com,,,5.00 x 7.90 x 0.50 inches,0
4060,1256,1806,What Just Happened: A Chronicle from the Information Frontier,James Gleick,9780375713910,Knopf Doubleday Publishing Group,,,5.14(w) x 8.06(h) x 0.67(d),What Just Happened,James Gleick,9780375713910,Vintage Books USA,,,5.16 x 8.10 x 0.69 inches,1
8041,3544,3076,Sun Tzu - The Art of War - The Illustrated Edition,Sun Tzu,9781781580479,Coda Books Ltd,,,6.00(w) x 9.00(h) x 0.42(d),Tzu Art of War,Sun Tzu,9781450505338,Createspace,,,10.00 x 7.01 x 0.17 inches,0
2963,2351,1332,The C++ Programming Language / Edition 4,Bjarne Stroustrup,9780133522853,Pearson Education,,,,C++ Programming Language,Bjarne Stroustrup,9780321563842,Addison-Wesley Professional,,,,1
3514,1427,1580,MOS 2016 Study Guide for Microsoft Excel,Joan Lambert,9780735699434,Microsoft Press,,,7.30(w) x 8.90(h) x 0.60(d),MOS 2016 Study Guide for Microsoft Outlook (MOS Study Guide),Joan Lambert,9780735699380,Microsoft Press,,,,0
3666,2050,1654,New Perspectives Microsoft Office 365 & Excel 2016: Intermediate / Edition 1,June Jamrich Parsons;  Dan Oja;  Patrick Carey;  Carol DesJardins,9781305880412,Cengage Learning,,,8.40(w) x 10.50(h) x 0.70(d),New Perspectives Microsoft Office 365 & Access 2016,Mark; Vodnik; Sasha; Oja; Dan Shellman,9781305880139,Cengage Learning,,,,0
8137,3496,3140,The Art of War,Sun Tzu,9781784048174,Arcturus Publishing Limited,,,6.40(w) x 9.70(h) x 1.10(d),The Art of War,Sun Tzu; Sn W; Lionel Giles,9781615890071,Megalodon Entertainment LLC.,,,9.01 x 5.98 x 0.14 inches,0
7701,3030,2975,Sherlock Holmes Volume 3,Arthur Conan Doyle,9781631061745,Race Point Publishing,,,7.50(w) x 5.70(h) x 1.20(d),The Complete Sherlock Holmes Volume I (Barnes & Noble Classics Series),Arthur Conan Doyle; Kyle Freeman,9781593080341,Barnes & Noble Classics,,,5.08 x 8.02 x 1.56 inches,0
5866,2548,2490,American Indian Sovereignty and Law: An Annotated Bibliography,Wade Davies,9780810862357,Rowman & Littlefield Publishers Inc.,,,8.80(w) x 11.10(h) x 1.70(d),American Indian Sovereignty and Law,Wade Davies; Richmond L. Clow,9780810862357,Scarecrow Press,,,8.60 x 11.00 x 1.70 inches,1
9539,3399,3613,Our Country's Presidents: All You Need to Know About the Presidents From George Washington to Barack Obama,Ann Bausum,9781426310904,National Geographic Society,,,8.60(w) x 10.90(h) x 0.70(d),Our Country's Presidents,Ann Bausum,9781426310904,National Geographic Society,,,,1
1234,624,483,MYTHOLOGY LEGENDS FROM AROUND THE GLOBE,Andreas Sofroniou,9781326986308,Lulu.com,,,5.83(w) x 8.27(h) x 1.31(d),MYTHOLOGY LEGENDS FROM AROUND THE GLOBE,Andreas Sofroniou,9781326986308,Lulu.com,,,,1
5146,1647,2212,How to Win Friends and Influence People in the Digital Age,Dale Carnegie & Associates;  Robert Petkoff,9781442344815,Simon & Schuster Audio,,,5.74(w) x 5.30(h) x 0.64(d),How to Win Friends & Influence People in the Digital Age,Dale Carnegie; Robert Petkoff,9781442344815,Simon & Schuster Audio,,,5.33 x 5.81 x 0.80 inches,1
